author,updated_at,like_count,text,video_id,cleaned_text,sentiment,sentiment_score,keywords,entities,topic
@797atf,2026-06-15T22:04:46Z,75,Japan scoring from a corner against a bunch of giants is an accomplishment itself! Amazing first goal and entertaining game overall! Great fight til the end to secure a point in the group! Let's go Blue Samurais 🎌👺,r8SvHZxALQs,japan scoring from a corner against a bunch of giants is an accomplishment itself amazing first goal and entertaining game overall great fight until the end to secure a point in the group let s go blue samurais,positive,0.891,"['japan scoring', 'blue samurais', 'japan']","[('japan', 'GPE')]",141
@yokmlelavjk,2026-06-15T22:04:19Z,0,10/10 match CHAMPİON TURKEY😎,r8SvHZxALQs,10 10 match champi on turkey,neutral,0.0,"['match champi', 'champi turkey', '10 match']","[('turkey', 'GPE')]",6
@bazun2881,2026-06-15T22:04:15Z,0,"Ахах, Голландия сосите. Япония - красавчики",r8SvHZxALQs,ахах голландия сосите япония красавчики,neutral,0.0,"['ахах голландия', 'япония красавчики', 'голландия сосите']","[('ахах голландия сосите', 'PERSON')]",2
@МавлянНадырбекуулу,2026-06-15T22:04:14Z,28,The samurai are great at what they do.,r8SvHZxALQs,the samurai are great at what they do,positive,0.6249,"['samurai great', 'samurai', 'great']",[],-1
@ryu05q,2026-06-15T22:03:59Z,18,Many Draw match here ❤🎉,r8SvHZxALQs,many draw match here,neutral,0.0,"['draw match', 'match', 'draw']",[],18
@pranav6697,2026-06-15T22:03:18Z,176,The blue lock energy is real🥵🔥🔥🔥,r8SvHZxALQs,the blue lock energy is real,positive,0.2732,"['lock energy', 'blue lock', 'energy real']",[],-1
@ninomachadoelpropio9350,2026-06-15T22:03:14Z,33,Samurai blue ike ikeeeeeee,r8SvHZxALQs,samurai blue ike ikeeeeeee,neutral,0.0,"['ike ikeeeeeee', 'blue ike', 'ikeeeeeee']",[],123
@michakazik2268,2026-06-15T22:03:08Z,16,Blue-lock locks in!,r8SvHZxALQs,blue lock locks in,neutral,0.0,"['blue lock', 'lock locks', 'locks']",[],42
@tdwhavh,2026-06-15T22:02:48Z,231,Samurai Blue 🔥🔥,r8SvHZxALQs,samurai blue,neutral,0.0,"['samurai blue', 'samurai', 'blue']",[],123
@Nobodysurvivesevenonebit,2026-06-15T22:02:45Z,533,Japan got potential to be top 4 finalists,r8SvHZxALQs,japan got potential to be top 4 finalists,positive,0.2023,"['japan got', 'potential finalists', 'japan']","[('japan', 'GPE')]",30
@ozma_edits,2026-06-15T22:02:41Z,0,Nueva selanda☠️,r8SvHZxALQs,nueva selanda,neutral,0.0,"['nueva selanda', 'nueva', 'selanda']","[('nueva selanda', 'PERSON')]",-1
@رضاعمر-م2ل,2026-06-15T22:02:07Z,6,مانجا دوكا,r8SvHZxALQs,مانجا دوكا,neutral,0.0,"['مانجا دوكا', 'مانجا', 'دوكا']",[],9
@AquaTyrant,2026-06-15T22:01:55Z,10,The Blue Lock project is becoming a reality 🥹❤️‍🩹,r8SvHZxALQs,the blue lock project is becoming a reality,neutral,0.0,"['blue lock', 'lock project', 'lock']",[],132
@GG_REACT-h5p,2026-06-15T22:01:44Z,6,Iran❤❤,r8SvHZxALQs,iran,neutral,0.0,[],"[('iran', 'GPE')]",85
@25v9,2026-06-15T22:01:42Z,0,منكا دونكا,r8SvHZxALQs,منكا دونكا,neutral,0.0,"['منكا دونكا', 'دونكا', 'منكا']",[],9
@Nat_866,2026-06-15T22:01:18Z,56,Japón 🔥,r8SvHZxALQs,japón,neutral,0.0,[],[],130
@ShayanGazzali,2026-07-03T11:05:39Z,1,CR7,QhI0dUq1FKY,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",38
@ShayanGazzali,2026-07-03T11:05:27Z,1,POR,QhI0dUq1FKY,por,neutral,0.0,[],"[('por', 'ORG')]",-1
@cartoon588-n7y,2026-07-03T07:33:06Z,1,❤,QhI0dUq1FKY,,neutral,0.0,[],[],0
@sana.moazzam,2026-07-03T05:18:42Z,1,Goalkeepers didnt even do any thing 😂😂,QhI0dUq1FKY,goalkeepers didnt even do any thing,neutral,0.0,"['goalkeepers didnt', 'goalkeepers', 'didnt thing']",[],32
@Freya.nesbitt14655,2026-07-03T02:56:56Z,1,"No offense, Costa did his job well",QhI0dUq1FKY,no offense costa did his job well,positive,0.4291,"['offense costa', 'costa did', 'costa']",[],-1
@cesarramirez3060,2026-07-02T23:09:12Z,1,That was a fair goal. There's no offside.,QhI0dUq1FKY,that was a fair goal there s no offside,neutral,0.0258,"['goal offside', 'offside', 'fair goal']",[],28
@finix7419,2026-07-02T22:26:08Z,1,"no penalty no party, huh?",QhI0dUq1FKY,no penalty no party huh,positive,0.2755,"['penalty party', 'penalty', 'party huh']",[],93
@finix7419,2026-07-02T22:22:41Z,1,"If ronaldo had scored that goal, they would not rule it out, what a robbery from Colombia.",QhI0dUq1FKY,if ronaldo had scored that goal they would not rule it out what a robbery from colombia,neutral,0.0,"['ronaldo scored', 'robbery colombia', 'ronaldo']","[('ronaldo', 'ORG'), ('colombia', 'GPE')]",-1
@celuyi300,2026-07-02T21:34:46Z,1,"Oportugal,, 0, Colombia 😮,0ycer0",QhI0dUq1FKY,oportugal 0 colombia 0ycer0,neutral,0.0,"['colombia 0ycer0', 'oportugal colombia', 'colombia']","[('colombia', 'GPE')]",54
@Louisarejouis,2026-07-02T21:25:49Z,1,Portugal,QhI0dUq1FKY,portugal,neutral,0.0,[],"[('portugal', 'GPE')]",35
@RadhikaKarki-r4z,2026-07-02T15:02:02Z,1,C r 7 ❤you ❤❤have ❤,QhI0dUq1FKY,see are 7 you have,neutral,0.0,[],[],139
@MariamXxxxO,2026-07-02T14:56:55Z,1,The goalkeeper though,QhI0dUq1FKY,the goalkeeper though,neutral,0.0,['goalkeeper'],[],32
@user-vs6ih,2026-07-02T13:57:18Z,0,"Messi fans came to cry in comments , thats why i dont respect Messi’s fans",QhI0dUq1FKY,messi fans came to cry in comments thats why i don't respect messi s fans,negative,-0.6862,"['messi fans', 'respect messi', 'messi']","[('messi', 'PERSON'), ('messi s fans', 'PERSON')]",-1
@ThomasReichelt-j5s,2026-07-02T10:52:36Z,0,❤ 7,QhI0dUq1FKY,7,neutral,0.0,[],[],14
@MuhammadSarfraz-h7v,2026-07-02T08:58:52Z,0,You’re a kind teacher,QhI0dUq1FKY,you reply a kind teacher,positive,0.5267,"['kind teacher', 'reply kind', 'teacher']",[],-1
@NeeSan3711,2026-07-02T06:09:13Z,0,I'm not a Messi fan but Ronaldo is a lot worst than Mbappe and Halland,QhI0dUq1FKY,i am not a messi fan but ronaldo is a lot worst than mbappe and halland,negative,-0.7981,"['worst mbappe', 'messi', 'mbappe halland']","[('ronaldo', 'ORG')]",37
@NeeSan3711,2026-07-02T06:07:18Z,1,Ronaldo should just let his team play and stay benched,QhI0dUq1FKY,ronaldo should just let his team play and stay benched,positive,0.34,"['ronaldo just', 'stay benched', 'ronaldo']","[('ronaldo', 'ORG')]",-1
@Lkhagvadorjmunkhjargal03,2026-07-02T05:16:54Z,0,"Portugal you win
Wish you champions on the world",QhI0dUq1FKY,portugal you win wish you champions on the world,positive,0.872,"['portugal win', 'portugal', 'wish champions']","[('portugal', 'GPE')]",8
@prazerenzinhoorea,2026-07-02T05:15:22Z,0,Árias muito bien!!!!,QhI0dUq1FKY,árias muito bien,neutral,0.0,"['árias muito', 'muito bien', 'muito']","[('muito bien', 'PERSON')]",4
@kailin1454,2026-07-02T03:06:31Z,2,"""I am back!""😂😂😂",QhI0dUq1FKY,i am back,neutral,0.0,[],[],34
@AnilPaswan-z4o,2026-07-02T01:54:16Z,0,This channel is worth sharing It deserves more views.,QhI0dUq1FKY,this channel is worth sharing it deserves more views,positive,0.5719,"['worth sharing', 'deserves views', 'sharing deserves']",[],69
@ShamiGazi-c2p6x,2026-07-01T23:41:08Z,0,Your explanation is exactly what I needed It deserves more views.,QhI0dUq1FKY,your explanation is exactly what i needed it deserves more views,neutral,0.0,"['deserves views', 'explanation exactly', 'explanation']",[],59
@ZionsWorld-c7z,2026-07-01T22:19:31Z,0,Yeah,QhI0dUq1FKY,yeah,positive,0.296,[],[],70
@MrJYT19,2026-07-01T21:21:40Z,0,This team and DR Congo need to hire two bodyguard for Ronaldo always two person guard Ronaldo shameless,QhI0dUq1FKY,this team and dr congo need to hire two bodyguard for ronaldo always two person guard ronaldo shameless,negative,-0.34,"['guard ronaldo', 'bodyguard ronaldo', 'ronaldo']","[('ronaldo', 'ORG')]",-1
@Don04Denver,2026-07-01T20:26:59Z,0,Bro me swear ppl comparing Messi and Ronaldo are idiots,QhI0dUq1FKY,brother me swear people comparing messi and ronaldo are idiots,negative,-0.0516,"['ronaldo idiots', 'comparing messi', 'messi']",[],37
@peeyushunderrated6623,2026-07-01T18:26:54Z,0,"Most overrated team - Portugal.... 
Columbia - hats off.. They clearly dominate overrated Portugal",QhI0dUq1FKY,most overrated team portugal columbia hats off they clearly dominate overrated portugal,positive,0.296,"['overrated portugal', 'overrated team', 'team portugal']","[('portugal columbia', 'GPE'), ('portugal', 'GPE')]",-1
@mr.feartrapgaming,2026-07-01T17:05:37Z,0,Portugal goalkeeper man he is awesome ☠️,QhI0dUq1FKY,portugal goalkeeper man he is awesome,positive,0.6249,"['portugal goalkeeper', 'goalkeeper man', 'goalkeeper']","[('portugal', 'GPE')]",-1
@arshadaluvakkaran675,2026-07-01T16:56:08Z,0,Loving from aluva,QhI0dUq1FKY,loving from aluva,positive,0.5994,"['loving aluva', 'aluva', 'loving']",[],87
@shivaguru2475,2026-07-01T16:43:42Z,0,I thought it will be atleast 1 1,QhI0dUq1FKY,i thought it will be atleast 1 1,neutral,0.0,"['atleast', 'thought atleast', 'thought']",[],14
@TuanDinh-d2z,2026-07-01T16:10:10Z,0,Like,QhI0dUq1FKY,like,positive,0.3612,[],[],70
@ramonarojas7734,2026-07-01T16:09:38Z,0,Your explanation is very impressive This deserves recognition.,QhI0dUq1FKY,your explanation is very impressive this deserves recognition,positive,0.5563,"['explanation impressive', 'deserves recognition', 'impressive deserves']",[],59
@UjalMany,2026-07-01T14:55:24Z,0,Portugal pls play attacking do or die.,QhI0dUq1FKY,portugal please play attacking do or die,negative,-0.4939,"['portugal play', 'portugal', 'play attacking']","[('portugal', 'GPE')]",8
@imagine_84,2026-07-01T13:46:21Z,0,Portugal is very lucky to get this draw,QhI0dUq1FKY,portugal is very lucky to get this draw,positive,0.4754,"['portugal lucky', 'lucky draw', 'portugal']","[('portugal', 'GPE')]",-1
@emmanuelcepedalora4943,2026-07-01T12:46:47Z,0,Que robo,QhI0dUq1FKY,que robo,neutral,0.0,[],[],-1
@RimgbamlungAbam,2026-07-01T11:10:46Z,0,Ronaldo play not a half of Messi.,QhI0dUq1FKY,ronaldo play not a half of messi,positive,0.34,"['half messi', 'ronaldo play', 'messi']","[('ronaldo', 'ORG')]",37
@AshrafKm-r2t,2026-07-01T11:01:30Z,0,Use bicycle kick 🎉,QhI0dUq1FKY,use bicycle kick,neutral,0.0,"['bicycle kick', 'kick', 'use bicycle']",[],-1
@entertainmentsaga3749,2026-07-01T09:09:25Z,0,6hj,QhI0dUq1FKY,6hj,neutral,0.0,[],[],14
@richierich679,2026-07-01T06:00:08Z,1,Portugal got lucky tht is stayed 0-0,QhI0dUq1FKY,portugal got lucky that is stayed 0 0,positive,0.4215,"['portugal got', 'portugal', 'lucky stayed']","[('portugal', 'GPE')]",8
@kwatrokantos259,2026-07-01T03:31:08Z,0,Ronaldo can't score against better team. Not a football goat.,QhI0dUq1FKY,ronaldo can t score against better team not a football goat,positive,0.4404,"['ronaldo score', 'ronaldo', 'football goat']","[('ronaldo', 'ORG')]",40
@AchmadMujahid-p3v,2026-07-01T01:52:30Z,0,😂😂😂😂,QhI0dUq1FKY,,neutral,0.0,[],[],0
@nmambuehnawe3324,2026-07-01T01:07:59Z,1,"Colombia current team is tough.

Congratulations to potugal",QhI0dUq1FKY,colombia current team is tough congratulations to potugal,positive,0.5267,"['congratulations potugal', 'colombia', 'colombia current']","[('colombia', 'GPE')]",54
@TotaMia-o3d,2026-06-30T23:08:52Z,0,This performance is very impressive I will come back to watch it again.,QhI0dUq1FKY,this performance is very impressive i will come back to watch it again,positive,0.5563,"['performance impressive', 'performance', 'impressive']",[],128
@jonathanpurba2374,2026-06-30T22:15:57Z,1,The thumbnail shows Ronaldo choking a Colombian player.😂,QhI0dUq1FKY,the thumbnail shows ronaldo choking a colombian player,negative,-0.4588,"['ronaldo choking', 'choking colombian', 'shows ronaldo']",[],13
@ivanhoesanchez2606,2026-06-30T22:11:14Z,0,Juegazo,QhI0dUq1FKY,juegazo,neutral,0.0,[],[],-1
@АйжаркынЗабир,2026-06-30T17:54:16Z,0,Роналдо😊❤,QhI0dUq1FKY,роналдо,neutral,0.0,[],[],2
@memorablemoments001,2026-06-30T17:30:29Z,1,"Portugal 🇵🇹  under Pressure 
Ronaldo under Pressure ⚽️",QhI0dUq1FKY,portugal under pressure ronaldo under pressure,negative,-0.5267,"['portugal pressure', 'pressure ronaldo', 'ronaldo pressure']","[('portugal', 'GPE')]",35
@nnodson,2026-06-30T17:27:27Z,0,"cristiano ""im back"" penaldog",QhI0dUq1FKY,cristiano Instant Message back penaldog,neutral,0.0,"['message penaldog', 'penaldog', 'cristiano instant']",[],-1
@DJmicaiah,2026-06-30T16:33:05Z,0,No penalty kicks?,QhI0dUq1FKY,no penalty sneakers,positive,0.357,"['penalty sneakers', 'sneakers', 'penalty']",[],93
@İLHANDÖNMEZ-t7f,2026-06-30T15:21:21Z,0,Başarılar Davinson Sanchez. Seninle gurur duyuyoruz.,QhI0dUq1FKY,başarılar davinson sanchez seninle gurur duyuyoruz,neutral,0.0,"['başarılar davinson', 'gurur duyuyoruz', 'başarılar']","[('davinson sanchez', 'PERSON')]",95
@epagelliaoyefusi7217,2026-06-30T15:08:11Z,0,Hmmm,QhI0dUq1FKY,hmmm,neutral,0.0,[],[],70
@zaion-editz,2026-06-30T14:59:11Z,0,This match was prob had to get 100 goals whit out the keeper 😂😂,QhI0dUq1FKY,this match was problem had to get 100 goals with out the keeper,negative,-0.4019,"['goals keeper', '100 goals', 'keeper']",[],32
@watchandspray,2026-06-30T14:52:08Z,3,"Offside goal against Colombia was bs, should've stood. Also, why not show us the VAR line being drawn in this highlight video? Seems rigged.",QhI0dUq1FKY,offside goal against colombia was bullshit should ve stood also why not show us the var line being drawn in this highlight video seems rigged,negative,-0.5499,"['offside goal', 'video rigged', 'offside']","[('colombia', 'GPE')]",-1
@Mogivhar,2026-06-30T14:29:51Z,0,The idea is outstanding It made my day better.,QhI0dUq1FKY,the idea is outstanding it made my day better,positive,0.7845,"['idea outstanding', 'outstanding day', 'day better']",[],51
@AnilSwain-t1e,2026-06-30T13:51:03Z,0,This performance is outstanding I will come back to watch it again.,QhI0dUq1FKY,this performance is outstanding i will come back to watch it again,positive,0.6124,"['performance outstanding', 'performance', 'outstanding']",[],128
@ସଫଳତା_ର_ରାସ୍ତା,2026-06-30T13:34:04Z,0,Which team champion FIFA World Cup 2026,QhI0dUq1FKY,which team champion fifa world cup 2026,positive,0.5994,"['cup 2026', 'champion fifa', '2026']",[],72
@TUSINET-v6c,2026-06-30T13:17:33Z,1,ВЫ ЖЕ ЗНАЕТЕ КТО ДОЛЖЕН ЧЕМПИОНАТ МИРА ВЫИГРАТЬ! ТАК ЧТО ОФСАЙДЫ БУДУТ ПРОТИВ ПОРТУГАЛИИ ДО КОНЦА ЧЕМПИОНАТА 😂!!!! И ДА ПОРТУГАЛИЯ ВЫИГРАКТ ИСПАНИЮ! ЭТО ДОГОВОРНЯК ЭЛИТ  МИРОВОГО УРОВНЯ!,QhI0dUq1FKY,вы же знаете кто должен чемпионат мира выиграть так что офсайды будут против португалии до конца чемпионата и да португалия выигракт испанию это договорняк элит мирового уровня,neutral,0.0,"['что офсайды', 'выигракт испанию', 'договорняк элит']","[('знаете', 'GPE'), ('должен чемпионат', 'PERSON'), ('что офсайды', 'ORG'), ('против португалии', 'PERSON'), ('конца чемпионата', 'PERSON')]",2
@ManishaKawle-v6f,2026-06-30T12:33:16Z,0,The way you present is top notch I enjoyed every second of it.,QhI0dUq1FKY,the way you present is top notch i enjoyed every second of it,positive,0.6249,"['enjoyed second', 'notch enjoyed', 'enjoyed']",[],94
